fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,,
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.384647516,0.147953712
6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.444605202,0.197673785
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.384647516,0.147953712
5.1,0.52,0.06,2.7,0.052,30,79,0.9932,3.32,0.43,9.3,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.168536662,0.028404606
6.6,0.22,0.37,1.2,0.059,45,199,0.993,3.37,0.55,10.3,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.079279225,0.847726746
8.3,0.15,0.39,1.3,0.055,32,146,0.993,3.08,0.39,10.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.053229021,0.002833329
7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.157432156,0.024784884
7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.506427987,0.243613332
8.3,0.16,0.48,1.7,0.057,31,98,0.9943,3.15,0.41,10.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.905276072,0.008972622
6.2,0.25,0.47,11.6,0.048,62,210,0.9968,3.19,0.5,9.5,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.024786986,1.050188368
6.1,0.16,0.27,12.6,0.064,63,162,0.9994,3.66,0.43,8.9,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.04701263,1.096235447
7.6,0.39,0.22,2.8,0.036,19,113,0.9926,3.03,0.29,10.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.541745117,0.293487772
6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.800094122,0.640150604
7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.157432156,0.024784884
7.1,0.18,0.42,1.4,0.045,47,157,0.9916,2.95,0.31,10.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.041266421,0.001702918
8.3,0.14,0.26,1.5,0.049,56,189,0.9946,3.21,0.62,9.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.964602397,0.00125299
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.35341206,0.418075964
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.35341206,0.418075964
6.8,0.19,0.32,7.05,0.019,54,188,0.9935,3.25,0.37,11.1,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.556127438,2.084767976
7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.28085271,0.078878245
6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.473869948,0.224552727
6.2,0.15,0.46,1.6,0.039,38,123,0.993,3.38,0.51,9.7,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.080050016,0.006408005
6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.212077344,0.0449768
8,0.55,0.17,8.2,0.04,13,60,0.9956,3.09,0.3,9.5,4,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.165792961,1.359073227
7,0.24,0.35,1.5,0.052,51,128,0.9941,3.41,0.59,10.4,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.047466884,0.907319336
6.3,0.6,0.44,11,0.05,50,245,0.9972,3.19,0.57,9.3,4,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.220799456,1.490351312
7.1,0.2,0.41,2.1,0.054,24,166,0.9948,3.48,0.62,10.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.04877964,0.002379453
6.2,0.34,0.29,7.6,0.047,45,232,0.9955,3.35,0.62,10,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.935396884,0.004173563
7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.901938404,0.009616077
7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.901938404,0.009616077
7.9,0.64,0.46,10.6,0.244,33,227,0.9983,2.87,0.74,9.1,3,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,4.812688241,3.285838658
8.8,0.17,0.38,1.8,0.04,39,148,0.9942,3.16,0.67,10.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.116946148,0.013676402
7.5,0.17,0.37,1.5,0.06,18,75,0.9936,3.54,0.88,10.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.51170986,2.285266701
7.1,0.47,0.24,6,0.044,11,77,0.9956,3.21,0.56,9.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.340918455,0.116225393
7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.01143551,0.977259751
7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.38654088,1.922495612
8.2,0.68,0.3,2.1,0.047,17,138,0.995,3.22,0.71,10.8,4,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.125279756,1.26625453
7.7,0.275,0.3,1,0.039,19,75,0.992,3.01,0.56,10.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.972476556,0.945710651
7.3,0.49,0.32,5.2,0.043,18,104,0.9952,3.24,0.45,10.7,4,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.478757009,2.186722291
7.5,0.33,0.48,19.45,0.048,55,243,1.001,2.95,0.4,8.8,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.583963552,0.34101343
7.2,0.21,0.37,1.6,0.049,23,94,0.9924,3.16,0.48,10.9,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.144207093,0.732381499
7.3,0.15,0.4,2,0.05,24,92,0.9932,3.14,0.45,10.5,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.070592935,1.146169233
6.5,0.19,0.1,1.3,0.046,23,107,0.9937,3.29,0.45,10,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.795873022,0.633413866
7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.801482118,0.642373586
8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.21126183,0.044631561
6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.791557571,0.626563389
7.3,0.24,0.34,7.5,0.048,29,152,0.9962,3.1,0.54,9,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.640063569,0.409681372
6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.57348137,0.181918142
7.6,0.29,0.42,1.3,0.035,18,86,0.9908,2.99,0.39,11.3,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.133515045,1.284856356
9.4,0.29,0.55,2.2,0.05,17,119,0.9962,3.12,0.69,10.3,4,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.602788603,2.568931305
7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.801482118,0.642373586
8.6,0.26,0.41,2.2,0.049,29,111,0.9941,2.96,0.44,10,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.632218108,0.399699736
7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.22729687,0.051663867
7.2,0.51,0.24,10,0.093,35,197,0.9981,3.41,0.47,9,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.212366318,0.045099453
7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.22729687,0.051663867
5.3,0.3,0.2,1.1,0.077,48,166,0.9944,3.3,0.54,8.7,4,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.2617551,1.592025933
8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.46022476,0.291357309
7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.905088249,0.819184738
6.7,0.26,0.26,4,0.079,35.5,216,0.9956,3.31,0.68,9.5,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.688172649,0.473581595
6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.690493234,0.476780906
8.1,0.26,0.37,1.9,0.072,48,159,0.9949,3.37,0.7,10.9,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.120038588,0.014409263
8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.957289668,0.916403508
6.4,0.3,0.51,5.5,0.048,62,172,0.9942,3.08,0.45,9.1,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.667744388,0.110393792
7.5,0.19,0.34,2.6,0.037,33,125,0.9923,3.1,0.49,11.1,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.335298814,0.441827667
8.8,0.33,0.44,6.35,0.024,9,87,0.9917,2.96,0.4,12.6,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.632598763,0.134983669
6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.272126013,0.074052567
8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.992702675,1.014647901
8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.957289668,0.916403508
8.2,0.29,0.33,9.1,0.036,28,118,0.9953,2.96,0.4,10.9,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.072511786,0.860234387
7.7,0.34,0.3,8,0.048,25,192,0.9951,2.97,0.47,10.9,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.89701587,0.804637471
6.2,0.55,0.45,12,0.049,27,186,0.9974,3.17,0.5,9.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.231356533,0.59081278
6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.597971785,0.161626686
7.5,0.28,0.33,7.7,0.048,42,180,0.9974,3.37,0.59,10.1,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.88664845,0.012848574
7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.786722495,0.618932283
6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.061947218,1.127731895
6.3,0.34,0.29,6.2,0.046,29,227,0.9952,3.29,0.53,10.1,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.737263248,0.069030601
6.8,0.15,0.33,4.7,0.059,31,118,0.9956,3.43,0.39,9,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.777924154,1.493469373
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.73565348,0.069879082
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.73565348,0.069879082
7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.953173458,0.002192725
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.949855949,1.102802528
7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.457968278,0.209734944
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.498321593,2.255038039
7,0.24,0.32,1.3,0.037,39,123,0.992,3.17,0.42,11.2,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.189156159,3.279155417
7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.953173458,0.002192725
7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.125580335,0.76460975
8.3,0.21,0.58,17.1,0.049,62,213,1.0006,3.01,0.51,9.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.980787862,0.000369106
7.2,0.21,0.35,14.5,0.048,35,178,0.9982,3.05,0.47,8.9,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.87551889,0.015495547
7.1,0.21,0.4,1.2,0.069,24,156,0.9928,3.42,0.43,10.6,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.114495536,0.013109228
8.4,0.17,0.31,6.7,0.038,29,132,0.9945,3.1,0.32,10.6,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.22222728,0.604930405
7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.59853202,0.358240579
5.3,0.24,0.33,1.3,0.033,25,97,0.9906,3.59,0.38,11,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.451534574,2.397745175
6.5,0.28,0.26,8.8,0.04,44,139,0.9956,3.32,0.37,10.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.03679773,0.001354073
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.949855949,1.102802528
6.5,0.29,0.25,10.6,0.039,32,120,0.9962,3.31,0.34,10.1,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.990171586,9.65977E-05
5.8,0.29,0.21,2.6,0.025,12,120,0.9894,3.39,0.79,14,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,7.328793317,0.108105045
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.73565348,0.069879082
6.3,0.17,0.42,2.8,0.028,45,107,0.9908,3.27,0.43,11.8,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.791583017,0.626603672
6.3,0.16,0.4,1.6,0.033,59,148,0.9914,3.44,0.53,11.4,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.7635656,3.110163626
7.9,0.29,0.39,6.7,0.036,6,117,0.9938,3.12,0.42,10.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.082905445,1.172684202
7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.457968278,0.209734944
5.5,0.32,0.45,4.9,0.028,25,191,0.9922,3.51,0.49,11.5,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.458825912,0.292869393
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.498321593,2.255038039
7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.705764851,0.086574323
6.1,0.29,0.27,1.7,0.024,13,76,0.9893,3.21,0.51,12.6,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.739857873,0.067673926
9.2,0.22,0.4,2.4,0.054,18,151,0.9952,3.04,0.46,9.3,4,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.481312761,2.194287495
