fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,guess,
8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.332689085,0.445303857
7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.494082564,0.255952452
9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.887247603,1.238217896
5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.094368388,3.631431839
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.049705517,0.002470638
9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.601663268,0.361998688
8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,4.923270414,0.005887429
12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.669994058,0.448892038
12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.657094387,0.11758426
6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.162113485,0.026280782
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.89739806,0.010527158
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.89739806,0.010527158
8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.275322673,0.075802574
6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.162113485,0.026280782
7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.096968518,0.009402893
12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.865515489,0.018086084
11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.765350423,0.055060424
7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.303570485,0.092155039
8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.056288847,0.003168434
9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.05542053,0.003071435
12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.082106828,0.842527875
10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.224440733,0.050373643
12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,4,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.813794981,3.289852232
9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.46263616,0.288759896
9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.453675929,0.205821849
7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.085649015,0.007335754
9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.495117505,0.254906334
8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.272152389,0.074066923
8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.345052326,0.119061108
10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.19345061,0.037423139
7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.336452336,0.113200174
11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.043044382,0.001852819
6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.333803065,0.111424486
9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.226299994,0.598611699
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.909014742,1.190248833
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.250919714,0.062960703
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.608837912,0.153007779
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.250919714,0.062960703
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.909014742,1.190248833
6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.749149654,0.062925896
9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.502547974,0.247458518
9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.478333164,0.228802616
12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.506015574,0.244020613
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.608837912,0.153007779
7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.282139202,0.079602529
11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.844561054,0.713283374
12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.608944678,0.370813621
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.032783928,0.001074786
12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.608944678,0.370813621
8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.578356887,0.177782915
11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.18987839,0.036053803
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.032783928,0.001074786
7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.390176413,0.152237633
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.21815155,3.174983897
11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.338778863,0.114771118
15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.973917215,1.052845881
10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.31212974,0.473165495
5.3,0.57,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.438134407,0.315692945
9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.45388657,0.298239878
12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.123162644,1.261494324
9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.13499902,1.288222775
8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.676306947,0.104777192
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.090303067,0.008154644
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.090303067,0.008154644
8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.399703458,0.360355939
6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.576792989,0.179104174
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.286192376,0.509521324
7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.127055712,1.270254579
11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.638735145,1.853042006
8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.55319072,0.306019972
9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.359515019,0.129251049
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.286192376,0.509521324
11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,3,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.219449569,4.925956388
9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.100565036,0.010113327
8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.376305517,0.141605842
11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.507552254,2.272713799
8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,4.866423103,0.017842787
11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.91125527,0.007875627
10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.979288885,0.95900672
10.3,0.5,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.26184744,0.068564082
8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,7.067653945,1.139884946
11.4,0.36,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.630353554,0.136638495
8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.43746985,0.19137987
13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.122423131,1.259833684
9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.162890627,0.026533356
12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.162224399,0.026316756
9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.247732119,1.556835441
10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.063950631,0.004089683
9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.581060212,0.337630971
9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.927584457,0.860412925
10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.72933187,0.531924976
9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.581060212,0.337630971
9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.665059129,0.112185387
10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.009221929,1.018528902
9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.737620512,1.593601971
10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.046805109,1.095800936
10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.058504147,1.120431029
10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.794106799,0.630605608
10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.515244287,0.265476675
10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.515244287,0.265476675
10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.496939047,0.253070322
11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.361331876,0.407896973
9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.979657532,0.000413816
9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.59280692,0.165806204
