,school,,sex,,age,,address,,famsize,,Pstatus,,Medu,,Fedu,,Mteach,,Mhealth,,Mservices,,Mhome,,Fteach,,Fhealth,,Fservices,,Fhome,,closehome,,repu,,course,,guardF,,guardM,,traveltime,,studytime,,failures,,schoolsup,,famsup,,paid,,activities,,nursery,,higher,,internet,,romantic,,famrel,,freetime,,goout,,Dalc,,Walc,,health,,absences,,G1,,G2,,G3,
schoolsup,-0.12333952734746124,LOW,0.1112024332446829,LOW,-0.1678409020576225,LOW,-0.017955799807999533,LOW,-0.05640500455904701,LOW,0.009455853246012582,LOW,-0.02216849605576028,LOW,0.023571578391245133,LOW,-0.056771603204068176,LOW,-0.05823487347872261,LOW,0.04636069251187424,LOW,-0.014190504883039414,LOW,0.07095124444001022,LOW,0.07048133252398256,LOW,-0.05569558880041329,LOW,0.012257110124198993,LOW,0.05249516753014696,LOW,0.02448239197099971,LOW,-0.06955639270157755,LOW,0.03519270413834235,LOW,-0.018389958086270364,LOW,-0.04480728518630159,LOW,0.08931606774683934,LOW,-7.45410672740163E-4,LOW,1.0,-,0.07540193054142173,LOW,0.04051182913254708,LOW,-0.0302456957054837,LOW,0.017845515779055455,LOW,0.08535535506565038,LOW,-0.025942017136937463,LOW,-0.09430977392602351,LOW,-0.012038143481877737,LOW,-0.01561050775877434,LOW,-0.058123705903871586,LOW,-0.02807626602853127,LOW,-0.0982746836086942,LOW,0.022760121089265277,LOW,-0.05950252898451971,LOW,-0.07177894143044536,LOW,-0.056623634768405394,LOW,-0.06640474759529726,LOW
famsup,-0.06372004380403269,LOW,0.1294666251883128,LOW,-0.10189422421412885,LOW,-0.005577056148510343,LOW,-0.03981885728124842,LOW,-0.010202554297945766,LOW,0.12049124091913588,LOW,0.13519077531078347,LOW,0.02867043906479911,LOW,0.04308631788656472,LOW,0.07461253529768935,LOW,-0.013944578106622007,LOW,0.026579983127609803,LOW,0.08376984916079107,LOW,-0.007044244071084276,LOW,0.05457158256348208,LOW,0.02727503986512629,LOW,0.048129788264892406,LOW,-0.004950841444354882,LOW,0.008740166506535809,LOW,-0.034758833246432266,LOW,-0.03928912490090071,LOW,0.14350934259688755,LOW,-0.0069822045385808905,LOW,0.07540193054142173,LOW,1.0,-,0.0942972192558682,LOW,-0.007432724990155561,LOW,0.027799197092572423,LOW,0.08534046444483823,LOW,0.07189127889153381,LOW,-0.02339816071799826,LOW,0.015227750183609133,LOW,0.0037643642279235052,LOW,0.017261722995356183,LOW,-0.016844056160234093,LOW,-0.06560481441901986,LOW,0.018803237287508618,LOW,0.04198013362883376,LOW,0.03825522796734785,LOW,0.03814096254061614,LOW,0.059205555545788144,LOW
paid,-0.007905324941394459,LOW,-0.07929985307663634,LOW,-0.005457807454832149,LOW,0.030483029019193704,LOW,-0.050253457639191375,LOW,-0.01592329493459268,LOW,0.11397284217695346,LOW,0.09462806663252307,LOW,-0.006743486386699854,LOW,0.002862900060233173,LOW,0.04504127863787644,LOW,-0.0017967067332875252,LOW,-0.03295097297639671,LOW,-0.013399956088635456,LOW,0.0017820937701793175,LOW,0.012547068461416561,LOW,0.062376264724633375,LOW,-0.08749155328506004,LOW,-0.0016506063423910784,LOW,-0.0640625683645664,LOW,0.03764309425091137,LOW,-0.04484240940788068,LOW,-0.0023140500773989937,LOW,0.0694157218905246,LOW,0.04051182913254708,LOW,0.0942972192558682,LOW,1.0,-,0.06578125441122848,LOW,0.027566477372670053,LOW,0.024112218605536362,LOW,0.03182326196248186,LOW,-0.01830898062773117,LOW,0.03193673172497167,LOW,-0.04957427440134624,LOW,-0.006683355062494042,LOW,0.051985678311229286,LOW,0.035681574653423156,LOW,0.06320268926052336,LOW,-0.03595938917976093,LOW,-0.06278355391046002,LOW,-0.03392514950078138,LOW,-0.054897907823289405,LOW
activities,-0.08860401365376466,LOW,-0.12470709582996921,LOW,-0.054278764998116465,LOW,0.009277810459526352,LOW,-0.014789614474011533,LOW,-0.1015551883181204,LOW,0.11935433839812738,LOW,0.07969978465800048,LOW,0.09869561348162141,LOW,0.008277105250757396,LOW,0.06053072356920511,LOW,-0.04955345038835287,LOW,0.034035634411612455,LOW,-0.0027234930437454565,LOW,0.03540101558763925,LOW,0.03276682346074357,LOW,-0.08297442993638622,LOW,0.14573998879198824,LOW,0.004173350466877768,LOW,-0.030944257879329928,LOW,0.041486587786533226,LOW,-0.03337584846215354,LOW,0.07008025366857645,LOW,5.609611739084962E-4,LOW,-0.0302456957054837,LOW,-0.007432724990155561,LOW,0.06578125441122848,LOW,1.0,-,0.03971919556240148,LOW,0.04490787395108779,LOW,0.08237483092536035,LOW,0.05751663343425999,LOW,0.057597473086940146,LOW,0.15032890259020398,LOW,0.08858158179177748,LOW,0.022592096170588206,LOW,0.03282417338832314,LOW,0.013000559300126864,LOW,-0.015115128879176647,LOW,0.08012316046929367,LOW,0.06715365536871935,LOW,0.059791450427086515,LOW
nursery,0.004659021237749761,LOW,0.043602764072682515,LOW,-0.021441181746389072,LOW,-0.01807694095424448,LOW,0.10068643252909909,LOW,0.03272432924755261,LOW,0.12595132576702975,LOW,0.07486264396343831,LOW,0.07645043674389558,LOW,0.03650140914008169,LOW,0.026857988659677305,LOW,-0.003572185336331802,LOW,-0.015223254678362486,LOW,0.05311961268754845,LOW,-0.011242700683208382,LOW,0.035942258755311575,LOW,-0.024061564667071732,LOW,0.04861428884047504,LOW,-0.021773160903199213,LOW,-0.0257663003446068,LOW,0.07391443091578444,LOW,-0.011509274633014733,LOW,0.04262980067366788,LOW,-0.06924122401197108,LOW,0.017845515779055455,LOW,0.027799197092572423,LOW,0.027566477372670053,LOW,0.03971919556240148,LOW,1.0,-,0.042604713964765735,LOW,-0.007159471553108774,LOW,-0.022984284268502166,LOW,0.04105523171140575,LOW,-0.007095577897074459,LOW,0.01867914905331947,LOW,-0.07837638419580162,LOW,-0.07574846472456534,LOW,0.0017010513682905873,LOW,-0.04057351143395009,LOW,0.031171557655060907,LOW,0.039867334254666986,LOW,0.028752359319060092,LOW
higher,-0.13611235999740562,LOW,0.058133867989885644,LOW,-0.26549703268010266,LOW,-0.07670607679146764,LOW,0.004522593325806809,LOW,-0.02272647426281555,LOW,0.21389631872152343,LOW,0.19173539497718717,LOW,0.10592305720494526,LOW,0.09747515428630238,LOW,0.04248637386733599,LOW,-0.15575799994744718,LOW,0.0617470251232443,LOW,0.039076279887314075,LOW,0.025006943844410247,LOW,-0.09213671609379072,LOW,0.045656813734988755,LOW,0.09893642821718959,LOW,-0.08762523785131059,LOW,0.02669239708421402,LOW,0.08052441693324383,LOW,-0.07195847766970025,LOW,0.18825573167968207,LOW,-0.30940021080776997,LOW,0.08535535506565038,LOW,0.08534046444483823,LOW,0.024112218605536362,LOW,0.04490787395108779,LOW,0.042604713964765735,LOW,1.0,-,0.070344976905876,LOW,-0.09938942154956311,LOW,0.04823876128828712,LOW,-0.10261750998600053,LOW,-0.06910547880773148,LOW,-0.1316625417717573,LOW,-0.08432674084391882,LOW,0.01728965639567258,LOW,-0.12989142132387668,LOW,0.3490301134412215,LOW,0.33195298664649525,LOW,0.3321715908673608,LOW
internet,-0.24048593282706343,LOW,-0.06591089191817716,LOW,0.013114806118021368,LOW,-0.1757941386640897,LOW,0.013357275351795829,LOW,-0.05975402331960724,LOW,0.26605229807955283,LOW,0.18348267151922898,LOW,0.1480686722985512,LOW,0.0859457865338433,LOW,0.14911889757335534,LOW,-0.23889865810996214,LOW,0.005989701693640053,LOW,0.00692916044186109,LOW,0.04970462956596248,LOW,-0.10713794135323731,LOW,0.06648123678882742,LOW,0.107965457442839,LOW,-0.11529208066160777,LOW,0.013727424307629,LOW,-0.024990104105526875,LOW,-0.19082647035047057,LOW,0.037528541103755315,LOW,-0.095329777337723,LOW,-0.025942017136937463,LOW,0.07189127889153381,LOW,0.03182326196248186,LOW,0.08237483092536035,LOW,-0.007159471553108774,LOW,0.070344976905876,LOW,1.0,-,0.03483189996751472,LOW,0.08221430709526949,LOW,0.0632679714458887,LOW,0.092868955475332,LOW,0.04281119575859629,LOW,0.06065090884725098,LOW,-0.022792225242542503,LOW,0.06730069050280066,LOW,0.1399305127472825,LOW,0.14790929756717544,LOW,0.15002485385078732,LOW
romantic,0.07224139729653836,LOW,0.11014352280848914,LOW,0.1788101554135611,LOW,0.03093888323601766,LOW,-0.03293589272818874,LOW,0.05382783211304176,LOW,-0.030992128762996403,LOW,-0.06767481360804024,LOW,-0.04592218953639293,LOW,0.016156393802916995,LOW,-0.06344673393060761,LOW,0.041596309166846736,LOW,0.024321493415188418,LOW,-0.025398403077942066,LOW,-0.018911770312879925,LOW,0.01990733895902769,LOW,9.83128465518093E-4,LOW,-0.06675432815125712,LOW,0.03248233968331269,LOW,-0.05526836353048841,LOW,-0.017848866691016166,LOW,0.004750636349070133,LOW,0.033035959614305055,LOW,0.0699006663985962,LOW,-0.09430977392602351,LOW,-0.02339816071799826,LOW,-0.01830898062773117,LOW,0.05751663343425999,LOW,-0.022984284268502166,LOW,-0.09938942154956311,LOW,0.03483189996751472,LOW,1.0,-,-0.044919757130748014,LOW,0.02711200680045719,LOW,-5.195173016003997E-4,LOW,0.062042121819139734,LOW,-0.019970701609854785,LOW,-0.01802490629856178,LOW,0.07948864727616234,LOW,-0.07497288119974739,LOW,-0.09793650813758159,LOW,-0.09058288359599923,LOW
famrel,-0.031597347836247236,LOW,-0.08347312305752215,LOW,-0.02055945504034043,LOW,0.033896653679634146,LOW,0.004640788403623488,LOW,-0.051303335219136346,LOW,0.024420573121111316,LOW,0.0202558848092536,LOW,-3.958008626429745E-5,LOW,-0.02880263554835936,LOW,0.03738386263890748,LOW,-0.01049227841292949,LOW,-0.04584529286312758,LOW,0.013917144998598642,LOW,0.04155547499014227,LOW,-0.07927474323513681,LOW,-0.021747660182484124,LOW,0.034705318870340736,LOW,-0.020283156510577268,LOW,0.025120621473177448,LOW,0.012506859225211652,LOW,-0.009521184519664137,LOW,-0.0041271292141126575,LOW,-0.06264516268418763,LOW,-0.012038143481877737,LOW,0.015227750183609133,LOW,0.03193673172497167,LOW,0.057597473086940146,LOW,0.04105523171140575,LOW,0.04823876128828712,LOW,0.08221430709526949,LOW,-0.044919757130748014,LOW,1.0,-,0.12921567655885163,LOW,0.08970656912926593,LOW,-0.07576722502380913,LOW,-0.09351080600009981,LOW,0.1095592166641854,LOW,-0.08953365432972504,LOW,0.04879460349123012,LOW,0.08958778299759315,LOW,0.06336112772983075,LOW
freetime,0.03466605685218309,LOW,-0.14630503002645665,LOW,-0.004910259188824801,LOW,0.0366468152072638,LOW,-0.021256912224050815,LOW,-0.03758527056706988,LOW,-0.019686298242807047,LOW,0.0068406310405334314,LOW,0.06082074484642896,LOW,-0.02047966647552714,LOW,0.012552478399756718,LOW,-0.022906537441268568,LOW,0.0032688552249461995,LOW,-0.02496627980305252,LOW,-0.05113240343816865,LOW,0.03237000993926955,LOW,-0.055329304087928764,LOW,-0.009838806884811663,LOW,0.07573839094096704,LOW,-0.04348825706582049,LOW,0.02234895219950142,LOW,9.367341272305813E-4,LOW,-0.06882922218083883,LOW,0.10899462179242292,LOW,-0.01561050775877434,LOW,0.0037643642279235052,LOW,-0.04957427440134624,LOW,0.15032890259020398,LOW,-0.007095577897074459,LOW,-0.10261750998600053,LOW,0.0632679714458887,LOW,0.02711200680045719,LOW,0.12921567655885163,LOW,1.0,-,0.346351788046937,LOW,0.10990355938003067,LOW,0.12024388069885522,LOW,0.08452642601918925,LOW,-0.018716028242381,LOW,-0.09449660588180064,LOW,-0.10667792651255648,LOW,-0.1227049258336969,LOW
goout,0.04463166651686515,LOW,-0.05817837486802907,LOW,0.11280462078676746,LOW,-0.015475080034489113,LOW,-0.004312404114217927,LOW,-0.031085727537491108,LOW,0.009536493875243416,LOW,0.027689742855497496,LOW,-0.05559411190061223,LOW,0.04071637690011892,LOW,0.044642557856123435,LOW,-0.03865007594616224,LOW,-0.03813919027405293,LOW,0.026581635300565714,LOW,-0.027685871717623222,LOW,-0.01474397790506942,LOW,-0.014189089228933669,LOW,-0.004558663575666216,LOW,0.014015446997985475,LOW,-0.05651104970830193,LOW,0.042602487877249615,LOW,0.05745419566942998,LOW,-0.07544221085456801,LOW,0.04507777595307833,LOW,-0.058123705903871586,LOW,0.017261722995356183,LOW,-0.006683355062494042,LOW,0.08858158179177748,LOW,0.01867914905331947,LOW,-0.06910547880773148,LOW,0.092868955475332,LOW,-5.195173016003997E-4,LOW,0.08970656912926593,LOW,0.346351788046937,LOW,1.0,-,0.24512598855543738,LOW,0.3886797612064953,LOW,-0.01574113104227039,LOW,0.08537382666952824,LOW,-0.07405263312184818,LOW,-0.07946919397288729,LOW,-0.08764072272424295,LOW
Dalc,0.04716945759013157,LOW,-0.28269600226051966,LOW,0.13476826838640385,LOW,0.04730446037439449,LOW,0.060481682557082465,LOW,-0.04151290242327732,LOW,-0.007018319051808935,LOW,6.077489938198853E-5,LOW,0.02566176495979135,LOW,-0.0771597568376218,LOW,0.05606719007690685,LOW,-0.0033357103344337233,LOW,-0.022459069546473184,LOW,-0.004988494789656649,LOW,0.08953547381044615,LOW,-0.03454400351056757,LOW,0.06008506601634286,LOW,-0.09184238702517944,LOW,-0.05092837925148852,LOW,0.03592803768595405,LOW,-0.09306421028939836,LOW,0.0928242835569202,LOW,-0.13758473944246905,LOW,0.10594909220788178,LOW,-0.02807626602853127,LOW,-0.016844056160234093,LOW,0.051985678311229286,LOW,0.022592096170588206,LOW,-0.07837638419580162,LOW,-0.1316625417717573,LOW,0.04281119575859629,LOW,0.062042121819139734,LOW,-0.07576722502380913,LOW,0.10990355938003067,LOW,0.24512598855543738,LOW,1.0,-,0.6165613820643417,LOW,0.05906745767562406,LOW,0.17295249104524607,LOW,-0.19517093419289086,LOW,-0.18947993515773703,LOW,-0.20471939724815646,LOW
Walc,0.014169224585391714,LOW,-0.3207848101472375,LOW,0.08635734514165641,LOW,0.01241624332931789,LOW,0.08195784654233565,LOW,-0.07097638778654841,LOW,-0.019765785774759514,LOW,0.038444700265242195,LOW,0.018383840263173655,LOW,0.025411930795199017,LOW,0.049739897547886616,LOW,-0.00845458109386904,LOW,-0.08442385083021936,LOW,-0.015908992006233393,LOW,0.10238084012269454,LOW,-0.05747755842406329,LOW,0.017744116549672083,LOW,-0.026364547243180065,LOW,-0.03126296361015297,LOW,0.008751324316795142,LOW,-0.006809103973772033,LOW,0.05700717799788868,LOW,-0.2149251045268258,LOW,0.082266264692307,LOW,-0.0982746836086942,LOW,-0.06560481441901986,LOW,0.035681574653423156,LOW,0.03282417338832314,LOW,-0.07574846472456534,LOW,-0.08432674084391882,LOW,0.06065090884725098,LOW,-0.019970701609854785,LOW,-0.09351080600009981,LOW,0.12024388069885522,LOW,0.3886797612064953,LOW,0.6165613820643417,LOW,1.0,-,0.11498797166707728,LOW,0.15637296952175403,LOW,-0.1556494863786623,LOW,-0.164852186767208,LOW,-0.17661887420966416,LOW
health,-0.05859893367218293,LOW,-0.13954693828178125,LOW,-0.00875011713001012,LOW,-0.003787455979308482,LOW,0.002447621488615029,LOW,-0.012638390257870018,LOW,0.0046140559990314805,LOW,0.04490978841531299,LOW,0.03188855665633126,LOW,0.02958582227903796,LOW,0.07093116891832868,LOW,-0.07457264380095069,LOW,0.017218401058894647,LOW,0.09611691080758782,LOW,-0.0762092722064173,LOW,-0.04559514285753948,LOW,-0.02508627760786066,LOW,-0.11235900525471179,LOW,0.10995583200098832,LOW,-0.015172025795779948,LOW,0.009373691761801908,LOW,-0.048261206425278924,LOW,-0.05643269351112559,LOW,0.03558821278366811,LOW,0.022760121089265277,LOW,0.018803237287508618,LOW,0.06320268926052336,LOW,0.013000559300126864,LOW,0.0017010513682905873,LOW,0.01728965639567258,LOW,-0.022792225242542503,LOW,-0.01802490629856178,LOW,0.1095592166641854,LOW,0.08452642601918925,LOW,-0.01574113104227039,LOW,0.05906745767562406,LOW,0.11498797166707728,LOW,1.0,-,-0.0302348644884006,LOW,-0.05164741507284548,LOW,-0.08217908362558955,LOW,-0.09885124139431807,LOW
absences,-0.16393292349526317,LOW,-0.021335796890172055,LOW,0.1499981900398834,LOW,-0.07365280233135045,LOW,0.00464512780016644,LOW,0.11749177388929387,LOW,-0.008577494775545825,LOW,0.029858663975561264,LOW,-0.04177283224034774,LOW,-0.09478640269753968,LOW,0.07128331815017974,LOW,-0.009847747092674988,LOW,-0.017044122020832032,LOW,-0.025462544438843136,LOW,-0.035094802296817926,LOW,0.04497769692891639,LOW,0.09381184019212696,LOW,0.017392440594567047,LOW,-0.051521116203567786,LOW,-0.09464224672546355,LOW,0.005036125389934795,LOW,-0.008149087354862262,LOW,-0.11838937011024385,LOW,0.12277883526082059,LOW,-0.05950252898451971,LOW,0.04198013362883376,LOW,-0.03595938917976093,LOW,-0.015115128879176647,LOW,-0.04057351143395009,LOW,-0.12989142132387668,LOW,0.06730069050280066,LOW,0.07948864727616234,LOW,-0.08953365432972504,LOW,-0.018716028242381,LOW,0.08537382666952824,LOW,0.17295249104524607,LOW,0.15637296952175403,LOW,-0.0302348644884006,LOW,1.0,-,-0.1471492417639842,LOW,-0.12474493347142737,LOW,-0.09137905643875598,LOW
G1,-0.2926255804242824,LOW,0.10410856829980693,LOW,-0.1743222395276071,LOW,-0.15712653987366262,LOW,0.047230066985190396,LOW,-0.015251348919787034,LOW,0.2604722895652318,LOW,0.21750065064752325,LOW,0.14892480520606774,LOW,0.10268892127104519,LOW,0.039645465178102045,LOW,-0.1769654191441473,LOW,0.146338222684957,LOW,0.045028211287498864,LOW,-0.02408950185953355,LOW,-0.09534638452352011,LOW,0.051470545967413295,LOW,0.17744090803203943,LOW,-0.1343883859683351,LOW,0.07799823979425125,LOW,-0.0056188585204297705,LOW,-0.15411962111281588,LOW,0.2608753803131897,LOW,-0.38421047600441854,LOW,-0.07177894143044536,LOW,0.03825522796734785,LOW,-0.06278355391046002,LOW,0.08012316046929367,LOW,0.031171557655060907,LOW,0.3490301134412215,LOW,0.1399305127472825,LOW,-0.07497288119974739,LOW,0.04879460349123012,LOW,-0.09449660588180064,LOW,-0.07405263312184818,LOW,-0.19517093419289086,LOW,-0.1556494863786623,LOW,-0.05164741507284548,LOW,-0.1471492417639842,LOW,1.0,-,0.8649816303085829,HIGH,0.8263871247890467,HIGH
G2,-0.2697756829641793,LOW,0.10400516844766887,LOW,-0.10711907881607828,LOW,-0.15459989980315184,LOW,0.03889057102806416,LOW,-0.018688693701555487,LOW,0.26403529969541095,LOW,0.22513892965217128,LOW,0.13641867858176132,LOW,0.10442007243468444,LOW,0.026612752572264215,LOW,-0.1512084278058062,LOW,0.14676686542133563,LOW,0.04547829341258729,LOW,-0.04270903815584236,LOW,-0.070870170863642,LOW,0.04033687875733667,LOW,0.1857560543246322,LOW,-0.1284824048628476,LOW,0.05831931946964037,LOW,0.001850816835520532,LOW,-0.15448887058863897,LOW,0.24049799907999142,LOW,-0.38578221523188205,LOW,-0.056623634768405394,LOW,0.03814096254061614,LOW,-0.03392514950078138,LOW,0.06715365536871935,LOW,0.039867334254666986,LOW,0.33195298664649525,LOW,0.14790929756717544,LOW,-0.09793650813758159,LOW,0.08958778299759315,LOW,-0.10667792651255648,LOW,-0.07946919397288729,LOW,-0.18947993515773703,LOW,-0.164852186767208,LOW,-0.08217908362558955,LOW,-0.12474493347142737,LOW,0.8649816303085829,HIGH,1.0,-,0.9185480035603516,HIGH
G3,-0.28429416360060633,LOW,0.12907748660443252,LOW,-0.10650539063847855,LOW,-0.16763734858991983,LOW,0.04501636801724979,LOW,7.539250498183655E-4,LOW,0.24015075657359553,LOW,0.21179967911445166,LOW,0.13490968231733874,LOW,0.10124408133385411,LOW,0.038446892564506986,LOW,-0.1367783524498619,LOW,0.12591634044000166,LOW,0.039142036087286905,LOW,-0.05320406375099291,LOW,-0.03890372716684924,LOW,0.04653704226814879,LOW,0.1709439551455628,LOW,-0.09830498873741408,LOW,0.051030243110708945,LOW,-0.00441478506090463,LOW,-0.12717296675842032,LOW,0.24978868999886314,LOW,-0.3933155480419921,LOW,-0.06640474759529726,LOW,0.059205555545788144,LOW,-0.054897907823289405,LOW,0.059791450427086515,LOW,0.028752359319060092,LOW,0.3321715908673608,LOW,0.15002485385078732,LOW,-0.09058288359599923,LOW,0.06336112772983075,LOW,-0.1227049258336969,LOW,-0.08764072272424295,LOW,-0.20471939724815646,LOW,-0.17661887420966416,LOW,-0.09885124139431807,LOW,-0.09137905643875598,LOW,0.8263871247890467,HIGH,0.9185480035603516,HIGH,1.0,-
