,school,,sex,,age,,address,,famsize,,Pstatus,,Medu,,Fedu,,Mteach,,Mhealth,,Mservices,,Mhome,,Fteach,,Fhealth,,Fservices,,Fhome,,closehome,,repu,,course,,guardF,,guardM,,traveltime,,studytime,,failures,,schoolsup,,famsup,,paid,,activities,,nursery,,higher,,internet,,romantic,,famrel,,freetime,,goout,,Dalc,,Walc,,health,,absences,,G1,,G2,,G3,
failures,0.11378817457251157,LOW,-0.07388801154828768,LOW,0.31996794777004706,LOW,0.06382445787437449,LOW,-0.06606810590764366,LOW,0.009880592790451056,LOW,-0.17221028727762092,LOW,-0.16591500535547563,LOW,-0.123945482047614,LOW,-0.016390601429768562,LOW,0.011651634134941935,LOW,0.09635784472990647,LOW,-0.07935221926475694,LOW,-0.05768771744273122,LOW,-0.006725058023539264,LOW,0.038892013922758005,LOW,-0.08071905803838064,LOW,-0.11118453038849224,LOW,0.16113178511055617,LOW,-0.07316485505339479,LOW,-0.056527066912009254,LOW,0.0977297501284623,LOW,-0.14744054515158386,LOW,1.0,-,-7.454106727401938E-4,LOW,-0.006982204538581218,LOW,0.06941572189052458,LOW,5.609611739084781E-4,LOW,-0.06924122401197165,LOW,-0.30940021080777097,LOW,-0.09532977733772377,LOW,0.06990066639859616,LOW,-0.06264516268418836,LOW,0.10899462179242293,LOW,0.045077775953078054,LOW,0.10594909220788183,LOW,0.08226626469230708,LOW,0.03558821278366765,LOW,0.12277883526082069,LOW,-0.3842104760044111,LOW,-0.3857822152318791,LOW,-0.39331554804199925,LOW
schoolsup,-0.12333952734746124,LOW,0.1112024332446829,LOW,-0.16784090205761876,LOW,-0.017955799807999533,LOW,-0.05640500455904701,LOW,0.009455853246012582,LOW,-0.02216849605576028,LOW,0.023571578391245133,LOW,-0.056771603204068176,LOW,-0.05823487347872261,LOW,0.04636069251187424,LOW,-0.014190504883039414,LOW,0.07095124444001022,LOW,0.07048133252398256,LOW,-0.05569558880041329,LOW,0.012257110124198993,LOW,0.05249516753014696,LOW,0.02448239197099971,LOW,-0.06955639270157755,LOW,0.03519270413834235,LOW,-0.018389958086270364,LOW,-0.044807285186301074,LOW,0.08931606774683769,LOW,-7.454106727401938E-4,LOW,1.0,-,0.07540193054142173,LOW,0.04051182913254708,LOW,-0.0302456957054837,LOW,0.017845515779055455,LOW,0.08535535506565038,LOW,-0.025942017136937463,LOW,-0.09430977392602351,LOW,-0.012038143481877737,LOW,-0.01561050775877434,LOW,-0.058123705903871586,LOW,-0.02807626602853127,LOW,-0.0982746836086942,LOW,0.022760121089265277,LOW,-0.05950252898451971,LOW,-0.07177894143044125,LOW,-0.05662363476840253,LOW,-0.06640474759529755,LOW
famsup,-0.06372004380403269,LOW,0.1294666251883128,LOW,-0.10189422421412074,LOW,-0.005577056148510343,LOW,-0.03981885728124842,LOW,-0.010202554297945766,LOW,0.12049124091913588,LOW,0.13519077531078347,LOW,0.02867043906479911,LOW,0.04308631788656472,LOW,0.07461253529768935,LOW,-0.013944578106622007,LOW,0.026579983127609803,LOW,0.08376984916079107,LOW,-0.007044244071084276,LOW,0.05457158256348208,LOW,0.02727503986512629,LOW,0.048129788264892406,LOW,-0.004950841444354882,LOW,0.008740166506535809,LOW,-0.034758833246432266,LOW,-0.039289124900899676,LOW,0.1435093425968837,LOW,-0.006982204538581218,LOW,0.07540193054142173,LOW,1.0,-,0.0942972192558682,LOW,-0.007432724990155561,LOW,0.027799197092572423,LOW,0.08534046444483823,LOW,0.07189127889153381,LOW,-0.02339816071799826,LOW,0.015227750183609133,LOW,0.003764364227923848,LOW,0.017261722995356183,LOW,-0.01684405616023429,LOW,-0.06560481441902,LOW,0.018803237287508868,LOW,0.04198013362883376,LOW,0.03825522796735064,LOW,0.038140962540614665,LOW,0.05920555554577825,LOW
paid,-0.007905324941394459,LOW,-0.07929985307663634,LOW,-0.0054578074548310256,LOW,0.030483029019193704,LOW,-0.050253457639191375,LOW,-0.01592329493459268,LOW,0.11397284217695346,LOW,0.09462806663252307,LOW,-0.006743486386699854,LOW,0.002862900060233173,LOW,0.04504127863787644,LOW,-0.0017967067332875252,LOW,-0.03295097297639671,LOW,-0.013399956088635456,LOW,0.0017820937701793175,LOW,0.012547068461416561,LOW,0.062376264724633375,LOW,-0.08749155328506004,LOW,-0.0016506063423910784,LOW,-0.0640625683645664,LOW,0.03764309425091137,LOW,-0.04484240940788031,LOW,-0.0023140500773996975,LOW,0.06941572189052458,LOW,0.04051182913254708,LOW,0.0942972192558682,LOW,1.0,-,0.06578125441122848,LOW,0.027566477372670053,LOW,0.024112218605536362,LOW,0.03182326196248186,LOW,-0.01830898062773117,LOW,0.03193673172497167,LOW,-0.04957427440134624,LOW,-0.006683355062494042,LOW,0.051985678311229286,LOW,0.03568157465342312,LOW,0.0632026892605233,LOW,-0.03595938917976093,LOW,-0.06278355391045679,LOW,-0.033925149500779746,LOW,-0.054897907823290175,LOW
activities,-0.08860401365376466,LOW,-0.12470709582996921,LOW,-0.0542787649981098,LOW,0.009277810459526352,LOW,-0.014789614474011533,LOW,-0.1015551883181204,LOW,0.11935433839812738,LOW,0.07969978465800048,LOW,0.09869561348162141,LOW,0.008277105250757396,LOW,0.06053072356920511,LOW,-0.04955345038835287,LOW,0.034035634411612455,LOW,-0.0027234930437454565,LOW,0.03540101558763925,LOW,0.03276682346074357,LOW,-0.08297442993638622,LOW,0.14573998879198824,LOW,0.004173350466877768,LOW,-0.030944257879329928,LOW,0.041486587786533226,LOW,-0.03337584846215207,LOW,0.07008025366857197,LOW,5.609611739084781E-4,LOW,-0.0302456957054837,LOW,-0.007432724990155561,LOW,0.06578125441122848,LOW,1.0,-,0.03971919556240148,LOW,0.04490787395108779,LOW,0.08237483092536035,LOW,0.05751663343425999,LOW,0.057597473086940146,LOW,0.15032890259020398,LOW,0.08858158179177748,LOW,0.022592096170588206,LOW,0.032824173388323274,LOW,0.013000559300126622,LOW,-0.015115128879176647,LOW,0.08012316046930089,LOW,0.06715365536872177,LOW,0.05979145042707911,LOW
nursery,0.004659021237749761,LOW,0.043602764072682515,LOW,-0.0214411817463775,LOW,-0.01807694095424448,LOW,0.10068643252909909,LOW,0.03272432924755261,LOW,0.12595132576702975,LOW,0.07486264396343831,LOW,0.07645043674389558,LOW,0.03650140914008169,LOW,0.026857988659677305,LOW,-0.003572185336331802,LOW,-0.015223254678362486,LOW,0.05311961268754845,LOW,-0.011242700683208382,LOW,0.035942258755311575,LOW,-0.024061564667071732,LOW,0.04861428884047504,LOW,-0.021773160903199213,LOW,-0.0257663003446068,LOW,0.07391443091578444,LOW,-0.011509274633014398,LOW,0.0426298006736658,LOW,-0.06924122401197165,LOW,0.017845515779055455,LOW,0.027799197092572423,LOW,0.027566477372670053,LOW,0.03971919556240148,LOW,1.0,-,0.042604713964765735,LOW,-0.007159471553108774,LOW,-0.022984284268502166,LOW,0.04105523171140575,LOW,-0.007095577897074459,LOW,0.01867914905331947,LOW,-0.07837638419580187,LOW,-0.07574846472456534,LOW,0.0017010513682905873,LOW,-0.04057351143395009,LOW,0.03117155765505323,LOW,0.03986733425466325,LOW,0.02875235931905331,LOW
higher,-0.13611235999740562,LOW,0.058133867989885644,LOW,-0.2654970326800874,LOW,-0.07670607679146764,LOW,0.004522593325806809,LOW,-0.02272647426281555,LOW,0.21389631872152343,LOW,0.19173539497718717,LOW,0.10592305720494526,LOW,0.09747515428630238,LOW,0.04248637386733599,LOW,-0.15575799994744718,LOW,0.0617470251232443,LOW,0.039076279887314075,LOW,0.025006943844410247,LOW,-0.09213671609379072,LOW,0.045656813734988755,LOW,0.09893642821718959,LOW,-0.08762523785131059,LOW,0.02669239708421402,LOW,0.08052441693324383,LOW,-0.07195847766969952,LOW,0.18825573167968215,LOW,-0.30940021080777097,LOW,0.08535535506565038,LOW,0.08534046444483823,LOW,0.024112218605536362,LOW,0.04490787395108779,LOW,0.042604713964765735,LOW,1.0,-,0.070344976905876,LOW,-0.09938942154956311,LOW,0.04823876128828593,LOW,-0.10261750998600053,LOW,-0.06910547880773148,LOW,-0.1316625417717576,LOW,-0.08432674084391927,LOW,0.017289656395671794,LOW,-0.12989142132387668,LOW,0.3490301134412071,LOW,0.3319529866464899,LOW,0.33217159086736475,LOW
internet,-0.24048593282706343,LOW,-0.06591089191817716,LOW,0.013114806118034474,LOW,-0.1757941386640897,LOW,0.013357275351795829,LOW,-0.05975402331960724,LOW,0.26605229807955283,LOW,0.18348267151922898,LOW,0.1480686722985512,LOW,0.0859457865338433,LOW,0.14911889757335534,LOW,-0.23889865810996214,LOW,0.005989701693640053,LOW,0.00692916044186109,LOW,0.04970462956596248,LOW,-0.10713794135323731,LOW,0.06648123678882742,LOW,0.107965457442839,LOW,-0.11529208066160777,LOW,0.013727424307629,LOW,-0.024990104105526875,LOW,-0.19082647035046804,LOW,0.03752854110375336,LOW,-0.09532977733772377,LOW,-0.025942017136937463,LOW,0.07189127889153381,LOW,0.03182326196248186,LOW,0.08237483092536035,LOW,-0.007159471553108774,LOW,0.070344976905876,LOW,1.0,-,0.03483189996751472,LOW,0.08221430709526949,LOW,0.0632679714458887,LOW,0.092868955475332,LOW,0.042811195758596064,LOW,0.06065090884725066,LOW,-0.022792225242542503,LOW,0.06730069050280066,LOW,0.1399305127472798,LOW,0.14790929756717336,LOW,0.15002485385078582,LOW
romantic,0.07224139729653836,LOW,0.11014352280848914,LOW,0.17881015541356188,LOW,0.03093888323601766,LOW,-0.03293589272818874,LOW,0.05382783211304176,LOW,-0.030992128762996403,LOW,-0.06767481360804024,LOW,-0.04592218953639293,LOW,0.016156393802916995,LOW,-0.06344673393060761,LOW,0.041596309166846736,LOW,0.024321493415188418,LOW,-0.025398403077942066,LOW,-0.018911770312879925,LOW,0.01990733895902769,LOW,9.83128465518093E-4,LOW,-0.06675432815125712,LOW,0.03248233968331269,LOW,-0.05526836353048841,LOW,-0.017848866691016166,LOW,0.004750636349071058,LOW,0.033035959614302404,LOW,0.06990066639859616,LOW,-0.09430977392602351,LOW,-0.02339816071799826,LOW,-0.01830898062773117,LOW,0.05751663343425999,LOW,-0.022984284268502166,LOW,-0.09938942154956311,LOW,0.03483189996751472,LOW,1.0,-,-0.044919757130748014,LOW,0.02711200680045719,LOW,-5.195173016003997E-4,LOW,0.06204212181913964,LOW,-0.019970701609854643,LOW,-0.01802490629856178,LOW,0.07948864727616234,LOW,-0.0749728811997384,LOW,-0.09793650813757679,LOW,-0.09058288359600089,LOW
famrel,-0.031597347836247236,LOW,-0.08347312305752215,LOW,-0.020559455040333154,LOW,0.033896653679634146,LOW,0.004640788403623488,LOW,-0.05130333521913621,LOW,0.024420573121111316,LOW,0.0202558848092536,LOW,-3.958008626429745E-5,LOW,-0.02880263554835936,LOW,0.03738386263890748,LOW,-0.010492278412929264,LOW,-0.04584529286312758,LOW,0.013917144998598642,LOW,0.04155547499014227,LOW,-0.07927474323513671,LOW,-0.021747660182484342,LOW,0.03470531887034095,LOW,-0.020283156510577268,LOW,0.025120621473177233,LOW,0.012506859225211652,LOW,-0.009521184519662754,LOW,-0.00412712921412128,LOW,-0.06264516268418836,LOW,-0.012038143481877737,LOW,0.015227750183609133,LOW,0.03193673172497167,LOW,0.057597473086940146,LOW,0.04105523171140575,LOW,0.04823876128828593,LOW,0.08221430709526949,LOW,-0.044919757130748014,LOW,1.0,-,0.12921567655885163,LOW,0.08970656912926593,LOW,-0.07576722502380873,LOW,-0.09351080600009924,LOW,0.1095592166641854,LOW,-0.08953365432972472,LOW,0.04879460349125429,LOW,0.0895877829976137,LOW,0.06336112772983188,LOW
freetime,0.03466605685218309,LOW,-0.14630503002645628,LOW,-0.004910259188822184,LOW,0.03664681520726362,LOW,-0.02125691222405063,LOW,-0.03758527056706988,LOW,-0.019686298242807636,LOW,0.006840631040532824,LOW,0.06082074484642896,LOW,-0.02047966647552706,LOW,0.012552478399756718,LOW,-0.022906537441268568,LOW,0.0032688552249461995,LOW,-0.024966279803052577,LOW,-0.05113240343816865,LOW,0.03237000993926955,LOW,-0.055329304087928764,LOW,-0.009838806884811663,LOW,0.07573839094096704,LOW,-0.04348825706582049,LOW,0.02234895219950142,LOW,9.36734127232919E-4,LOW,-0.06882922218084431,LOW,0.10899462179242293,LOW,-0.01561050775877434,LOW,0.003764364227923848,LOW,-0.04957427440134624,LOW,0.15032890259020398,LOW,-0.007095577897074459,LOW,-0.10261750998600053,LOW,0.0632679714458887,LOW,0.02711200680045719,LOW,0.12921567655885163,LOW,1.0,-,0.34635178804693645,LOW,0.10990355938003103,LOW,0.12024388069885575,LOW,0.08452642601918971,LOW,-0.018716028242381,LOW,-0.094496605881789,LOW,-0.10667792651254374,LOW,-0.1227049258337052,LOW
goout,0.0446316665168653,LOW,-0.05817837486802877,LOW,0.11280462078676796,LOW,-0.015475080034489113,LOW,-0.004312404114217764,LOW,-0.031085727537491108,LOW,0.00953649387524289,LOW,0.027689742855497496,LOW,-0.05559411190061223,LOW,0.04071637690011899,LOW,0.044642557856123435,LOW,-0.03865007594616224,LOW,-0.03813919027405293,LOW,0.026581635300565714,LOW,-0.027685871717623222,LOW,-0.014743977905069497,LOW,-0.014189089228933669,LOW,-0.004558663575666216,LOW,0.014015446997985475,LOW,-0.05651104970830193,LOW,0.04260248787724994,LOW,0.05745419566943118,LOW,-0.07544221085457378,LOW,0.045077775953078054,LOW,-0.058123705903871586,LOW,0.017261722995356183,LOW,-0.006683355062494042,LOW,0.08858158179177748,LOW,0.01867914905331947,LOW,-0.06910547880773148,LOW,0.092868955475332,LOW,-5.195173016003997E-4,LOW,0.08970656912926593,LOW,0.34635178804693645,LOW,1.0,-,0.24512598855543768,LOW,0.38867976120649506,LOW,-0.015741131042270803,LOW,0.08537382666952824,LOW,-0.07405263312183721,LOW,-0.07946919397287194,LOW,-0.08764072272424227,LOW
Dalc,0.047169457590131615,LOW,-0.28269600226051966,LOW,0.1347682683864045,LOW,0.047304460374394584,LOW,0.060481682557082465,LOW,-0.041512902423277355,LOW,-0.007018319051808935,LOW,6.0774899382333464E-5,LOW,0.02566176495979139,LOW,-0.0771597568376218,LOW,0.05606719007690685,LOW,-0.0033357103344337814,LOW,-0.022459069546473157,LOW,-0.004988494789656633,LOW,0.08953547381044609,LOW,-0.03454400351056757,LOW,0.06008506601634292,LOW,-0.09184238702517944,LOW,-0.05092837925148852,LOW,0.03592803768595405,LOW,-0.09306421028939815,LOW,0.09282428355692048,LOW,-0.1375847394424705,LOW,0.10594909220788183,LOW,-0.02807626602853127,LOW,-0.01684405616023429,LOW,0.051985678311229286,LOW,0.022592096170588206,LOW,-0.07837638419580187,LOW,-0.1316625417717576,LOW,0.042811195758596064,LOW,0.06204212181913964,LOW,-0.07576722502380873,LOW,0.10990355938003103,LOW,0.24512598855543768,LOW,1.0,-,0.6165613820643419,HIGH,0.05906745767562419,LOW,0.17295249104524615,LOW,-0.19517093419288217,LOW,-0.1894799351577314,LOW,-0.2047193972481594,LOW
Walc,0.014169224585391856,LOW,-0.3207848101472375,LOW,0.0863573451416576,LOW,0.012416243329317964,LOW,0.08195784654233572,LOW,-0.07097638778654841,LOW,-0.019765785774759514,LOW,0.038444700265242195,LOW,0.018383840263173655,LOW,0.02541193079519905,LOW,0.049739897547886616,LOW,-0.008454581093868957,LOW,-0.08442385083021936,LOW,-0.015908992006233393,LOW,0.10238084012269462,LOW,-0.05747755842406329,LOW,0.017744116549672083,LOW,-0.026364547243179985,LOW,-0.03126296361015297,LOW,0.00875132431679506,LOW,-0.006809103973771735,LOW,0.05700717799788935,LOW,-0.21492510452682873,LOW,0.08226626469230708,LOW,-0.0982746836086942,LOW,-0.06560481441902,LOW,0.03568157465342312,LOW,0.032824173388323274,LOW,-0.07574846472456534,LOW,-0.08432674084391927,LOW,0.06065090884725066,LOW,-0.019970701609854643,LOW,-0.09351080600009924,LOW,0.12024388069885575,LOW,0.38867976120649506,LOW,0.6165613820643419,HIGH,1.0,-,0.11498797166707728,LOW,0.15637296952175414,LOW,-0.155649486378653,LOW,-0.16485218676719657,LOW,-0.17661887420966538,LOW
health,-0.05859893367218293,LOW,-0.1395469382817815,LOW,-0.00875011713000121,LOW,-0.0037874559793086137,LOW,0.0024476214886151623,LOW,-0.012638390257869926,LOW,0.0046140559990314805,LOW,0.04490978841531255,LOW,0.03188855665633126,LOW,0.02958582227903802,LOW,0.07093116891832868,LOW,-0.07457264380095069,LOW,0.017218401058894647,LOW,0.09611691080758782,LOW,-0.07620927220641716,LOW,-0.04559514285753948,LOW,-0.025086277607860516,LOW,-0.11235900525471179,LOW,0.10995583200098832,LOW,-0.015172025795779948,LOW,0.009373691761801908,LOW,-0.04826120642527584,LOW,-0.0564326935111338,LOW,0.03558821278366765,LOW,0.022760121089265277,LOW,0.018803237287508868,LOW,0.0632026892605233,LOW,0.013000559300126622,LOW,0.0017010513682905873,LOW,0.017289656395671794,LOW,-0.022792225242542503,LOW,-0.01802490629856178,LOW,0.1095592166641854,LOW,0.08452642601918971,LOW,-0.015741131042270803,LOW,0.05906745767562419,LOW,0.11498797166707728,LOW,1.0,-,-0.0302348644884006,LOW,-0.05164741507284088,LOW,-0.08217908362558357,LOW,-0.09885124139433304,LOW
absences,-0.16393292349526317,LOW,-0.021335796890172055,LOW,0.14999819003988413,LOW,-0.07365280233135045,LOW,0.00464512780016644,LOW,0.11749177388929387,LOW,-0.008577494775545825,LOW,0.029858663975561264,LOW,-0.04177283224034774,LOW,-0.09478640269753968,LOW,0.07128331815017974,LOW,-0.009847747092674988,LOW,-0.017044122020832032,LOW,-0.025462544438843136,LOW,-0.035094802296817926,LOW,0.04497769692891639,LOW,0.09381184019212696,LOW,0.017392440594567047,LOW,-0.051521116203567786,LOW,-0.09464224672546355,LOW,0.005036125389934795,LOW,-0.008149087354861652,LOW,-0.11838937011024586,LOW,0.12277883526082069,LOW,-0.05950252898451971,LOW,0.04198013362883376,LOW,-0.03595938917976093,LOW,-0.015115128879176647,LOW,-0.04057351143395009,LOW,-0.12989142132387668,LOW,0.06730069050280066,LOW,0.07948864727616234,LOW,-0.08953365432972472,LOW,-0.018716028242381,LOW,0.08537382666952824,LOW,0.17295249104524615,LOW,0.15637296952175414,LOW,-0.0302348644884006,LOW,1.0,-,-0.14714924176397515,LOW,-0.12474493347142099,LOW,-0.09137905643875632,LOW
G1,-0.2926255804242728,LOW,0.10410856829981019,LOW,-0.17432223952756745,LOW,-0.15712653987365402,LOW,0.047230066985195676,LOW,-0.015251348919783341,LOW,0.26047228956523827,LOW,0.21750065064753274,LOW,0.14892480520606816,LOW,0.10268892127104604,LOW,0.03964546517810692,LOW,-0.1769654191441396,LOW,0.1463382226849569,LOW,0.04502821128749962,LOW,-0.024089501859526883,LOW,-0.09534638452351628,LOW,0.0514705459674183,LOW,0.1774409080320417,LOW,-0.13438838596832303,LOW,0.07799823979425664,LOW,-0.005618858520426481,LOW,-0.15411962111280375,LOW,0.2608753803131953,LOW,-0.3842104760044111,LOW,-0.07177894143044125,LOW,0.03825522796735064,LOW,-0.06278355391045679,LOW,0.08012316046930089,LOW,0.03117155765505323,LOW,0.3490301134412071,LOW,0.1399305127472798,LOW,-0.0749728811997384,LOW,0.04879460349125429,LOW,-0.094496605881789,LOW,-0.07405263312183721,LOW,-0.19517093419288217,LOW,-0.155649486378653,LOW,-0.05164741507284088,LOW,-0.14714924176397515,LOW,1.0,-,0.8649816303086099,HIGH,0.8263871247890553,HIGH
G2,-0.26977568296417237,LOW,0.10400516844766595,LOW,-0.10711907881604735,LOW,-0.1545998998031449,LOW,0.038890571028070246,LOW,-0.018688693701552007,LOW,0.26403529969541467,LOW,0.2251389296521842,LOW,0.13641867858176301,LOW,0.1044200724346865,LOW,0.02661275257226897,LOW,-0.1512084278058013,LOW,0.14676686542133693,LOW,0.04547829341258874,LOW,-0.042709038155836467,LOW,-0.07087017086363999,LOW,0.04033687875734185,LOW,0.18575605432463574,LOW,-0.1284824048628426,LOW,0.05831931946964514,LOW,0.0018508168355197386,LOW,-0.1544888705886291,LOW,0.24049799907999764,LOW,-0.3857822152318791,LOW,-0.05662363476840253,LOW,0.038140962540614665,LOW,-0.033925149500779746,LOW,0.06715365536872177,LOW,0.03986733425466325,LOW,0.3319529866464899,LOW,0.14790929756717336,LOW,-0.09793650813757679,LOW,0.0895877829976137,LOW,-0.10667792651254374,LOW,-0.07946919397287194,LOW,-0.1894799351577314,LOW,-0.16485218676719657,LOW,-0.08217908362558357,LOW,-0.12474493347142099,LOW,0.8649816303086099,HIGH,1.0,-,0.9185480035603779,HIGH
G3,-0.2842941636006085,LOW,0.12907748660442236,LOW,-0.10650539063845788,LOW,-0.1676373485899199,LOW,0.04501636801725212,LOW,7.539250498194723E-4,LOW,0.24015075657359092,LOW,0.21179967911444708,LOW,0.13490968231734093,LOW,0.10124408133385705,LOW,0.03844689256450883,LOW,-0.13677835244986267,LOW,0.12591634044000416,LOW,0.03914203608728799,LOW,-0.05320406375099186,LOW,-0.03890372716684939,LOW,0.046537042268151176,LOW,0.17094395514556648,LOW,-0.09830498873741601,LOW,0.05103024311071202,LOW,-0.004414785060917154,LOW,-0.12717296675842135,LOW,0.24978868999886614,LOW,-0.39331554804199925,LOW,-0.06640474759529755,LOW,0.05920555554577825,LOW,-0.054897907823290175,LOW,0.05979145042707911,LOW,0.02875235931905331,LOW,0.33217159086736475,LOW,0.15002485385078582,LOW,-0.09058288359600089,LOW,0.06336112772983188,LOW,-0.1227049258337052,LOW,-0.08764072272424227,LOW,-0.2047193972481594,LOW,-0.17661887420966538,LOW,-0.09885124139433304,LOW,-0.09137905643875632,LOW,0.8263871247890553,HIGH,0.9185480035603779,HIGH,1.0,-
